Crop,Nitrogen,Phosphorus,Potassium,pH,Temperature,Humidity,Rainfall,Irrigation,Yield_Tonnes_Per_Hectare
Wheat,150.2,78.9,52.7,6.06,14.3,55.9,475.4,Sprinkler,2.74
Wheat,112.8,45.7,42.8,7.47,18.7,65.0,349.8,Flood,2.72
Wheat,141.9,90.1,56.0,7.87,28.7,71.1,779.0,Drip,2.85
Wheat,101.2,89.7,58.7,7.74,18.1,35.6,339.4,Drip,2.79
Wheat,129.4,52.4,29.0,6.92,12.1,43.5,87.3,Rainfed,1.31
Wheat,133.0,57.7,46.2,6.7,15.7,60.9,814.1,Rainfed,2.13
Wheat,103.7,64.6,30.1,8.09,29.6,64.2,875.3,Flood,2.16
Wheat,138.5,73.3,36.9,7.96,13.3,57.5,791.3,Flood,2.38
Wheat,96.8,43.1,48.0,7.14,13.6,66.7,616.8,Flood,2.68
Wheat,33.2,18.3,13.4,7.45,27.4,58.8,594.2,Sprinkler,2.42
Wheat,129.1,82.4,48.2,5.89,24.8,39.3,719.6,Flood,2.49
Wheat,94.8,74.5,51.6,6.35,35.4,50.0,751.3,Flood,2.43
Wheat,142.8,64.9,54.2,6.84,25.6,42.2,517.6,Rainfed,2.31
Wheat,76.9,56.4,24.2,6.21,14.6,56.1,478.7,Drip,3.04
Wheat,117.1,79.4,30.0,6.21,12.1,45.4,453.6,Rainfed,1.97
Wheat,98.0,54.2,45.2,6.11,15.4,40.2,63.2,Rainfed,1.49
Wheat,158.4,43.0,24.7,6.86,16.0,60.4,874.8,Drip,3.01
Wheat,80.2,47.0,51.3,6.8,36.9,53.8,707.6,Drip,3.23
Wheat,115.9,76.1,45.4,7.3,25.5,73.8,512.3,Sprinkler,2.98
Wheat,113.0,66.2,41.8,7.24,22.5,22.9,122.0,Rainfed,1.68
Wheat,109.1,60.6,52.1,5.07,25.1,57.9,718.1,Rainfed,2.22
Wheat,38.2,10.3,6.3,7.54,14.6,69.9,595.4,Sprinkler,2.36
Wheat,97.9,87.8,62.0,7.07,12.9,51.9,870.3,Sprinkler,2.6
Wheat,151.2,44.2,49.5,6.23,14.4,74.3,464.8,Drip,2.9
Wheat,135.5,65.1,47.5,6.27,19.3,28.8,58.4,Rainfed,1.6
Wheat,96.7,76.3,39.0,6.84,35.6,45.4,593.6,Sprinkler,2.95
Wheat,141.6,88.2,37.0,7.4,19.5,65.3,844.5,Drip,3.02
Wheat,116.9,78.9,26.4,7.2,15.6,73.4,967.0,Rainfed,2.13
Wheat,146.8,46.5,35.4,6.82,25.5,76.2,420.0,Rainfed,2.28
Wheat,132.6,45.0,48.2,6.43,35.1,59.8,814.6,Sprinkler,2.74
Wheat,101.2,77.5,39.4,5.91,15.7,53.8,496.5,Drip,3.23
Wheat,88.1,51.1,47.3,7.14,20.1,50.8,955.6,Drip,3.33
Wheat,138.9,65.5,35.8,6.75,25.9,47.5,385.3,Drip,3.18
Wheat,166.1,60.3,29.6,6.1,14.8,67.0,482.0,Drip,3.01
Wheat,163.4,45.0,21.5,5.84,28.1,64.1,482.1,Drip,2.61
Wheat,149.9,60.8,57.6,6.3,24.3,73.5,544.0,Flood,2.59
Wheat,99.2,40.2,39.7,7.45,28.8,62.2,918.7,Flood,2.32
Wheat,114.5,52.0,42.9,6.78,14.6,44.1,623.3,Rainfed,2.33
Wheat,103.9,76.5,48.9,7.94,26.4,60.5,766.2,Flood,2.26
Wheat,136.1,44.2,42.3,6.84,31.7,74.3,457.3,Drip,2.98
Wheat,149.9,74.6,47.2,7.77,14.5,74.3,864.2,Flood,2.18
Wheat,150.9,35.8,54.1,6.28,12.9,40.2,300.2,Sprinkler,2.47
Wheat,123.0,50.1,42.3,6.65,25.2,68.7,588.7,Rainfed,2.29
Wheat,102.3,46.1,24.8,6.82,19.6,72.8,443.7,Sprinkler,2.99
Wheat,154.1,56.3,40.5,6.43,28.7,40.3,971.0,Flood,2.24
Wheat,110.6,43.4,48.8,8.03,21.2,67.2,330.7,Sprinkler,2.76
Wheat,134.2,41.8,45.8,7.17,32.4,63.8,820.1,Rainfed,2.05
Wheat,94.7,40.1,36.2,6.69,23.5,64.6,331.9,Sprinkler,2.97
Wheat,82.0,76.3,29.7,6.4,34.1,64.9,397.9,Rainfed,2.08
Wheat,91.0,85.4,60.5,7.9,22.7,63.3,578.4,Flood,2.52
Wheat,138.8,58.9,52.0,7.68,12.9,72.5,679.8,Flood,2.35
Wheat,94.2,83.0,41.6,6.93,16.2,60.8,520.7,Drip,3.28
Wheat,68.7,90.7,61.8,6.65,24.6,50.6,776.6,Flood,2.37
Wheat,95.8,91.4,22.3,7.15,23.2,66.0,369.1,Rainfed,2.15
Wheat,142.1,56.8,39.9,7.65,35.7,44.6,632.7,Flood,2.55
Wheat,103.8,72.2,26.6,6.29,17.4,21.9,71.1,Rainfed,1.49
Wheat,167.1,51.7,32.4,6.37,15.6,36.6,965.9,Drip,2.78
Wheat,144.4,88.9,54.1,6.45,15.0,66.4,549.4,Sprinkler,2.81
Wheat,99.3,68.4,33.1,7.63,18.0,33.7,54.6,Rainfed,1.59
Wheat,91.4,47.1,55.6,7.93,11.9,55.3,529.7,Flood,2.35
Wheat,126.4,74.8,47.8,7.31,19.8,37.3,99.7,Rainfed,1.5
Wheat,163.2,65.8,52.1,6.53,18.2,40.7,406.8,Flood,2.54
Wheat,103.3,80.6,31.6,8.04,16.9,50.2,510.8,Drip,3.11
Wheat,150.6,42.2,44.2,5.95,10.9,64.5,676.0,Drip,2.77
Wheat,85.7,79.7,29.7,5.19,27.6,67.8,679.7,Drip,2.86
Wheat,148.3,59.2,40.0,7.19,23.3,57.5,757.2,Drip,3.33
Wheat,97.1,41.5,25.4,7.15,20.5,46.4,628.5,Sprinkler,3.2
Wheat,150.7,68.9,42.7,5.85,15.8,39.2,993.2,Drip,2.63
Wheat,121.6,64.1,45.5,7.04,33.6,49.7,734.3,Drip,3.22
Wheat,137.1,71.8,31.8,7.26,14.2,40.5,799.0,Drip,3.08
Wheat,87.2,68.5,38.5,6.0,10.6,63.0,877.0,Flood,2.39
Wheat,143.7,62.6,47.9,7.63,18.0,71.3,718.1,Drip,3.23
Wheat,84.9,43.6,43.0,6.61,26.7,54.2,421.6,Rainfed,2.04
Wheat,140.9,86.2,54.5,7.32,23.6,77.6,498.9,Drip,3.21
Wheat,90.8,72.4,47.9,7.12,10.3,67.8,519.4,Flood,2.37
Wheat,144.7,58.4,40.0,4.38,26.3,62.6,494.1,Sprinkler,2.66
Wheat,10.5,11.1,10.5,6.27,13.5,68.5,797.2,Rainfed,1.62
Wheat,24.6,17.7,14.9,6.41,18.2,56.8,419.0,Rainfed,2.08
Wheat,117.2,74.9,54.9,7.05,35.9,51.4,502.9,Drip,3.19
Wheat,140.6,55.2,52.3,7.3,12.4,60.8,470.0,Flood,2.53
Wheat,171.9,39.4,54.0,7.32,25.3,48.8,644.1,Flood,2.42
Wheat,122.7,50.4,33.8,6.37,25.4,64.3,896.0,Rainfed,2.04
Wheat,75.0,36.8,33.7,7.94,20.5,47.2,575.4,Sprinkler,2.8
Wheat,124.9,41.9,58.8,5.88,28.2,79.8,798.3,Flood,2.3
Wheat,166.4,64.7,52.0,7.92,29.5,72.5,504.2,Rainfed,1.96
Wheat,100.1,55.5,44.4,7.6,16.4,61.1,535.8,Flood,2.76
Wheat,76.0,43.6,23.8,6.9,12.1,40.1,976.4,Flood,2.3
Wheat,126.2,57.7,44.4,6.11,35.9,72.9,674.4,Sprinkler,2.77
Wheat,113.4,64.1,42.5,6.72,17.4,23.2,85.3,Rainfed,1.66
Wheat,95.0,41.7,35.9,6.18,13.9,26.4,76.6,Rainfed,1.31
Wheat,138.9,68.4,27.5,6.11,27.6,60.1,923.8,Sprinkler,2.53
Wheat,117.1,63.1,29.7,6.46,25.8,76.2,546.2,Drip,3.55
Wheat,88.7,75.0,54.1,6.32,23.6,41.4,552.7,Rainfed,2.46
Wheat,138.3,61.9,55.3,7.98,10.4,79.2,343.7,Flood,2.24
Wheat,81.8,59.5,48.3,6.61,11.1,62.0,947.8,Sprinkler,2.55
Wheat,110.9,48.0,32.9,6.91,13.1,25.5,134.2,Rainfed,1.4
Wheat,114.5,34.8,31.6,7.78,13.3,53.7,290.6,Sprinkler,2.59
Wheat,155.5,65.5,36.9,7.2,10.2,41.4,829.3,Drip,2.94
Wheat,108.2,83.6,61.3,7.82,15.4,43.7,631.1,Drip,3.07
Wheat,171.9,45.7,32.1,5.97,28.4,70.0,888.5,Rainfed,1.73
Wheat,115.1,53.2,46.0,6.79,19.0,77.2,1008.2,Flood,2.76
Wheat,128.4,69.2,26.4,7.67,31.5,50.0,686.2,Flood,2.51
Wheat,135.1,57.8,41.8,6.7,10.5,50.1,411.0,Drip,3.11
Wheat,101.0,56.8,31.2,5.93,13.6,70.9,781.4,Sprinkler,2.77
Wheat,164.4,38.2,33.0,6.54,25.6,79.7,458.1,Flood,2.42
Wheat,110.8,90.7,28.8,7.62,16.7,67.9,590.8,Sprinkler,3.01
Wheat,152.0,84.3,23.8,7.36,12.8,53.7,686.0,Sprinkler,2.69
Wheat,107.7,45.3,29.8,7.71,36.3,71.7,845.8,Drip,2.75
Wheat,99.6,76.4,50.7,7.11,28.8,50.7,460.4,Flood,2.47
Wheat,137.9,50.2,39.2,6.08,35.2,51.6,722.4,Drip,2.81
Wheat,144.8,69.4,41.8,6.02,15.2,53.9,723.5,Sprinkler,2.65
Wheat,70.5,67.9,60.8,6.12,19.4,39.1,743.0,Sprinkler,2.8
Wheat,122.5,86.0,29.5,5.75,27.2,61.0,939.1,Sprinkler,2.35
Wheat,163.4,67.2,28.8,6.35,14.0,46.1,506.7,Sprinkler,2.88
Wheat,112.6,69.7,24.7,5.91,13.4,58.3,438.4,Drip,3.07
Wheat,21.7,10.6,7.7,6.6,20.9,64.7,681.3,Flood,2.22
Wheat,139.0,88.0,63.1,7.43,15.7,74.6,316.4,Drip,2.77
Wheat,81.7,48.4,37.5,6.64,26.6,41.4,606.1,Rainfed,2.32
Wheat,165.4,70.0,55.0,5.9,17.7,51.8,935.9,Drip,2.68
Wheat,127.0,69.2,42.3,6.37,20.1,50.9,563.7,Rainfed,2.38
Wheat,145.9,47.5,38.3,6.35,14.0,70.3,952.8,Sprinkler,2.64
Wheat,87.1,89.5,37.1,6.51,11.2,56.9,360.7,Drip,2.84
Wheat,152.5,84.8,34.0,7.76,27.1,69.4,388.6,Flood,2.28
Wheat,120.3,71.5,42.7,5.99,16.2,71.1,917.4,Drip,3.02
Wheat,102.4,72.4,52.8,7.65,28.9,49.1,915.3,Drip,2.81
Wheat,94.4,84.6,28.3,5.83,24.3,56.4,908.3,Sprinkler,2.57
Wheat,127.4,65.4,37.1,7.04,32.8,56.7,746.5,Rainfed,2.23
Wheat,112.8,68.2,52.7,4.17,16.9,44.9,656.0,Sprinkler,2.84
Wheat,72.9,89.8,49.8,7.22,15.4,46.2,977.1,Drip,2.7
Wheat,118.1,79.0,36.1,4.43,17.5,58.2,570.3,Drip,3.2
Wheat,109.1,42.5,36.9,6.85,19.2,70.4,615.0,Rainfed,2.32
Wheat,161.5,83.5,49.5,6.03,15.5,37.1,968.8,Flood,2.08
Wheat,100.6,83.0,32.2,5.7,17.5,60.7,634.2,Flood,2.6
Wheat,97.4,81.7,52.9,7.46,27.5,67.5,451.6,Flood,2.34
Wheat,93.3,38.2,52.5,7.41,14.7,68.7,959.2,Drip,2.86
Wheat,133.3,38.7,40.2,7.47,23.7,71.7,929.3,Flood,2.39
Wheat,71.3,65.0,22.8,7.64,16.4,60.3,486.8,Flood,2.49
Wheat,95.9,65.0,57.3,6.48,29.1,40.5,293.5,Rainfed,1.54
Wheat,46.2,7.6,10.4,6.33,18.9,42.1,462.0,Sprinkler,2.54
Wheat,119.5,53.1,25.7,7.99,11.2,48.4,500.6,Drip,2.89
Wheat,124.4,45.0,27.1,7.64,32.1,68.7,622.3,Drip,2.98
Wheat,82.5,59.5,41.5,6.21,12.3,72.6,651.8,Drip,3.02
Wheat,170.5,69.1,42.4,7.81,29.1,69.0,609.6,Sprinkler,2.57
Wheat,154.7,72.0,38.5,7.29,12.4,53.1,866.9,Drip,2.95
Wheat,94.7,50.4,54.1,7.32,23.2,41.3,60.4,Rainfed,1.47
Wheat,121.1,70.0,41.3,6.85,25.4,63.3,748.6,Sprinkler,3.25
Wheat,145.9,81.9,50.5,7.92,26.4,60.3,776.8,Rainfed,2.04
Wheat,125.7,48.0,39.1,8.02,23.2,60.4,970.4,Sprinkler,2.67
Wheat,147.3,75.3,29.4,6.83,19.5,52.0,662.8,Sprinkler,3.12
Wheat,102.1,42.2,43.3,6.43,18.2,22.0,63.2,Rainfed,1.4
Wheat,77.4,86.8,21.5,6.86,12.5,48.8,965.3,Drip,2.72
Wheat,125.9,65.0,29.5,6.1,28.3,49.8,555.3,Flood,2.7
Wheat,167.5,76.8,46.3,7.81,11.0,46.6,624.1,Drip,2.86
Wheat,103.8,89.8,39.9,6.87,17.0,75.9,701.0,Flood,2.83
Wheat,103.7,59.2,56.9,6.57,25.9,77.3,741.2,Flood,2.68
Wheat,73.4,57.3,49.5,6.78,25.0,51.1,749.7,Drip,3.23
Wheat,125.0,45.8,33.5,7.5,19.7,44.7,995.8,Flood,2.53
Wheat,161.8,64.5,51.0,6.31,18.9,40.6,432.4,Drip,3.2
Wheat,23.6,11.3,8.9,6.25,23.8,70.0,819.4,Flood,2.05
Wheat,127.9,53.8,48.5,5.86,27.9,40.4,522.6,Flood,2.55
Wheat,109.1,61.5,57.1,6.52,27.4,39.0,854.8,Flood,2.47
Wheat,117.5,65.4,30.9,6.38,12.7,51.3,629.9,Rainfed,2.16
Wheat,137.7,59.3,61.3,7.43,28.6,58.7,471.6,Drip,2.91
Wheat,123.6,66.7,46.5,6.1,17.6,62.8,997.7,Flood,2.49
Wheat,147.7,68.3,29.3,7.3,22.5,62.1,642.4,Sprinkler,3.06
Wheat,98.0,71.0,36.6,4.61,25.7,66.2,752.6,Rainfed,1.76
Wheat,165.5,87.5,42.3,6.49,24.7,36.7,631.3,Drip,3.27
Wheat,76.9,90.4,43.0,7.17,14.7,56.8,597.6,Drip,3.24
Wheat,96.8,47.8,40.1,4.92,13.0,60.2,409.6,Sprinkler,2.35
Wheat,143.1,65.8,60.9,6.3,12.0,52.7,736.4,Flood,2.23
Wheat,136.3,54.3,47.2,7.82,14.6,53.2,1015.0,Flood,2.33
Wheat,122.0,83.2,50.0,6.4,14.0,46.9,405.6,Drip,3.27
Wheat,79.8,44.0,44.2,6.1,11.3,49.3,443.0,Sprinkler,2.61
Wheat,145.7,64.9,57.4,7.37,10.2,52.7,909.7,Drip,2.66
Wheat,136.1,46.4,41.1,4.23,23.5,49.5,508.1,Flood,2.49
Wheat,87.2,77.9,41.2,6.24,22.3,36.8,521.4,Sprinkler,3.08
Wheat,139.3,48.2,53.6,6.62,36.9,69.4,754.3,Sprinkler,2.66
Wheat,160.5,39.0,43.9,7.89,17.8,72.3,378.9,Rainfed,1.97
Wheat,166.4,73.2,36.5,7.95,15.5,49.9,798.6,Flood,2.4
Wheat,97.0,48.1,53.6,7.65,31.3,51.9,552.6,Sprinkler,2.75
Wheat,113.4,84.4,28.8,7.97,14.4,49.7,839.6,Sprinkler,2.49
Wheat,91.9,37.4,33.8,6.84,13.4,51.0,576.0,Drip,3.47
Wheat,160.4,42.8,46.4,7.3,18.4,66.5,583.9,Sprinkler,3.01
Wheat,170.3,58.4,42.3,7.88,24.3,61.2,870.4,Flood,2.35
Wheat,117.6,56.4,61.9,7.37,11.7,73.8,635.6,Drip,2.97
Wheat,89.3,81.9,44.7,5.83,29.4,58.1,495.2,Sprinkler,2.66
Wheat,99.9,45.2,26.7,6.41,25.6,56.2,448.3,Drip,3.12
Wheat,171.3,62.1,28.8,7.84,19.2,66.9,1007.9,Drip,2.75
Wheat,147.3,65.4,48.0,4.1,12.8,40.7,444.4,Rainfed,1.73
Wheat,119.3,44.5,43.3,4.68,24.7,74.5,475.4,Flood,2.57
Wheat,161.4,53.5,47.1,7.92,29.2,57.9,615.1,Drip,2.74
Wheat,110.3,91.9,23.6,7.09,11.7,42.0,605.3,Sprinkler,2.93
Wheat,101.1,39.0,34.0,8.02,28.9,50.1,702.4,Rainfed,1.95
Wheat,115.0,74.2,52.0,8.09,15.8,59.2,674.7,Sprinkler,2.83
Wheat,42.4,14.5,11.0,6.41,20.7,64.3,607.6,Drip,2.83
Wheat,153.4,34.8,58.9,5.77,14.8,36.5,528.5,Sprinkler,2.59
Wheat,103.3,74.9,29.1,7.5,14.7,41.5,417.2,Drip,3.17
Wheat,140.4,45.6,42.1,5.04,21.3,65.1,536.0,Sprinkler,2.77
Wheat,107.6,74.7,32.3,7.74,36.7,48.7,524.0,Rainfed,2.0
Wheat,84.8,44.0,32.5,5.99,14.6,39.8,888.1,Drip,2.87
Wheat,73.0,89.0,51.1,5.72,25.3,58.1,856.7,Sprinkler,2.48
Wheat,68.3,83.3,37.2,6.89,10.2,57.1,1010.0,Drip,2.7
Wheat,139.8,81.3,38.8,6.44,28.8,65.5,368.1,Drip,2.74
Wheat,159.7,39.2,51.3,6.35,25.2,67.5,285.5,Sprinkler,2.5
Wheat,141.0,56.7,38.3,4.36,23.5,52.6,483.9,Drip,2.98
Wheat,105.6,73.9,34.4,5.85,24.0,35.4,582.8,Drip,3.25
Wheat,148.1,51.6,55.3,6.41,18.9,67.7,792.8,Rainfed,2.26
Wheat,163.6,43.1,52.8,7.06,15.5,56.3,527.0,Sprinkler,2.78
Wheat,127.5,70.6,43.0,5.82,14.7,57.1,509.6,Drip,2.92
Wheat,116.5,41.7,60.2,7.78,24.2,39.8,854.1,Flood,2.4
Wheat,79.9,71.3,56.3,7.09,22.9,55.6,671.2,Drip,3.22
Wheat,98.6,65.6,26.9,7.36,25.9,42.4,357.2,Drip,3.05
Wheat,123.2,61.1,25.7,7.26,27.4,72.3,743.3,Drip,3.1
Wheat,108.2,88.7,46.9,7.7,24.2,40.1,824.6,Drip,2.94
Wheat,103.6,91.9,32.3,6.37,28.6,36.1,795.5,Flood,2.41
Wheat,81.4,71.7,62.5,7.89,18.8,36.8,548.1,Flood,2.66
Wheat,116.0,37.2,39.2,6.83,28.6,63.8,510.6,Sprinkler,2.94
Wheat,139.3,72.4,51.3,6.34,16.3,40.6,765.1,Drip,2.91
Wheat,158.9,85.7,40.1,6.8,11.5,65.2,887.7,Drip,2.94
Wheat,93.4,65.9,29.3,5.94,28.2,71.9,842.4,Drip,2.75
Wheat,113.8,53.9,44.2,5.92,25.1,61.2,418.1,Drip,3.21
Wheat,87.7,48.1,54.9,4.65,16.5,74.8,833.3,Drip,2.69
Wheat,133.4,67.7,52.4,7.32,14.1,50.9,373.3,Drip,3.12
Wheat,133.7,44.7,25.7,7.65,21.6,62.8,858.3,Flood,2.54
Wheat,73.9,77.4,57.0,6.39,22.8,49.1,988.9,Drip,2.67
Wheat,86.4,47.7,42.0,7.9,14.2,41.5,841.6,Sprinkler,2.64
Wheat,83.3,71.5,31.0,6.08,23.7,61.7,838.6,Drip,2.75
Wheat,98.5,51.1,36.1,7.06,15.0,76.2,476.6,Flood,2.64
Wheat,143.5,46.7,54.0,6.82,27.1,36.9,77.1,Rainfed,1.35
Wheat,31.8,14.8,10.1,6.19,18.8,55.8,716.8,Drip,2.56
Wheat,86.1,49.5,29.9,4.15,17.9,48.0,459.2,Rainfed,1.86
Wheat,110.2,60.4,29.2,6.76,17.5,46.4,353.4,Rainfed,2.4
Wheat,139.7,47.1,26.8,7.83,15.5,45.1,914.3,Flood,2.25
Wheat,101.7,70.5,53.1,5.13,14.8,70.6,718.7,Drip,2.54
Wheat,159.5,49.7,21.4,6.09,17.0,49.2,865.6,Flood,2.3
Wheat,125.7,56.2,42.9,6.19,31.1,71.8,484.8,Sprinkler,2.59
Wheat,18.0,10.0,11.6,7.74,26.7,57.6,747.6,Sprinkler,2.08
Wheat,90.3,79.3,29.8,6.33,11.9,53.0,590.0,Sprinkler,2.79
Wheat,162.7,42.0,23.5,5.74,12.9,64.6,818.3,Flood,2.05
Wheat,74.6,69.4,62.6,6.57,25.1,57.5,374.6,Sprinkler,2.57
Wheat,71.6,70.8,57.3,6.53,17.8,75.1,882.1,Flood,2.49
Wheat,86.5,40.7,51.2,4.28,15.4,65.8,510.0,Rainfed,1.9
Wheat,168.2,45.2,51.4,7.29,16.9,35.9,790.4,Rainfed,2.01
Wheat,88.9,77.5,52.6,6.05,27.6,47.1,1006.9,Sprinkler,2.51
Wheat,110.8,42.8,42.3,7.08,23.8,41.0,620.6,Rainfed,2.45
Wheat,105.1,79.8,39.4,6.87,21.1,42.9,122.1,Rainfed,1.61
Wheat,143.1,68.0,41.9,6.16,19.3,46.1,957.0,Drip,3.05
Wheat,124.7,41.5,37.0,5.94,22.5,55.1,855.7,Drip,3.09
Wheat,139.7,77.3,53.0,6.23,18.1,20.7,127.0,Rainfed,1.57
Wheat,112.9,51.8,61.7,8.01,15.8,56.6,999.9,Drip,2.59
Wheat,78.5,63.5,22.3,6.68,14.4,59.0,1017.0,Flood,2.35
Wheat,144.8,54.6,28.1,7.26,16.8,26.7,139.8,Rainfed,1.59
Wheat,110.6,90.9,48.6,7.48,10.6,40.5,748.5,Flood,2.3
Wheat,146.3,56.3,48.2,6.87,36.4,71.8,393.7,Rainfed,2.11
Wheat,95.2,61.7,54.0,4.18,27.1,46.4,633.7,Sprinkler,2.8
Wheat,69.8,89.7,23.1,6.04,10.3,60.5,969.9,Flood,2.03
Wheat,69.4,65.4,40.6,6.9,11.4,65.8,652.4,Flood,2.55
Wheat,86.0,84.6,47.0,6.08,29.2,58.3,333.9,Sprinkler,2.41
Wheat,152.0,81.4,62.4,6.9,19.1,68.9,378.0,Sprinkler,2.79
Wheat,157.2,83.7,25.4,5.92,15.3,74.4,375.4,Flood,2.25
Wheat,147.3,76.1,45.9,6.17,16.4,51.2,731.6,Rainfed,2.1
Wheat,72.7,50.8,40.2,5.98,19.1,73.4,710.2,Drip,3.31
Wheat,23.7,11.8,10.3,7.05,24.7,51.9,752.7,Sprinkler,2.38
Wheat,102.8,62.5,45.3,6.27,25.9,56.9,527.2,Drip,3.28
Wheat,87.4,71.1,30.1,6.81,15.4,64.1,788.7,Rainfed,2.18
Wheat,138.3,53.1,32.9,6.14,20.0,47.4,820.9,Drip,3.19
Wheat,92.8,62.4,33.3,7.43,28.9,76.3,711.7,Sprinkler,2.85
Wheat,110.0,47.6,33.5,6.48,20.3,25.9,61.1,Rainfed,1.67
Wheat,106.3,76.9,41.3,6.49,35.2,63.1,844.6,Rainfed,2.04
Wheat,80.3,80.0,49.1,4.94,20.2,50.5,425.6,Flood,2.49
Wheat,89.0,85.0,29.4,6.45,22.4,63.7,797.5,Drip,3.1
Wheat,170.5,76.9,26.2,7.52,11.9,36.2,578.7,Rainfed,2.12
Maize,127.8,41.8,36.9,4.22,18.6,76.0,934.0,Flood,2.49
Maize,78.2,72.1,69.7,5.64,25.5,54.2,921.2,Sprinkler,3.24
Maize,125.9,48.6,46.4,5.87,34.6,45.5,1211.8,Sprinkler,3.05
Maize,130.2,39.8,47.3,6.05,16.3,61.2,482.6,Drip,3.07
Maize,160.0,40.1,54.2,6.04,33.7,22.3,193.3,Rainfed,1.51
Maize,159.0,82.4,51.5,6.23,32.6,75.7,1217.7,Flood,2.7
Maize,144.1,68.1,39.6,4.44,24.3,55.3,979.1,Flood,2.76
Maize,81.6,43.2,72.8,5.66,23.5,67.6,853.8,Drip,3.22
Maize,117.8,84.8,36.9,6.31,24.8,62.6,1012.6,Drip,3.59
Maize,121.1,42.8,38.2,5.52,17.9,70.1,1220.5,Drip,2.85
Maize,88.9,54.3,31.4,7.61,30.1,89.6,1212.2,Sprinkler,2.63
Maize,173.6,36.7,68.6,6.28,34.9,87.3,1017.2,Flood,2.57
Maize,166.3,84.2,64.6,6.93,28.7,83.2,897.9,Flood,2.77
Maize,124.3,41.4,34.4,6.73,17.8,58.6,1085.0,Rainfed,2.35
Maize,183.2,70.5,43.0,7.05,30.7,61.7,416.3,Flood,2.62
Maize,116.3,52.9,50.8,7.17,24.2,68.3,902.4,Rainfed,2.58
Maize,106.3,82.8,62.3,6.83,29.6,46.3,968.7,Sprinkler,2.96
Maize,136.8,51.0,55.5,7.28,22.0,44.5,108.0,Rainfed,1.69
Maize,121.8,38.9,35.4,6.45,32.0,85.5,1011.6,Drip,3.62
Maize,165.2,79.4,48.4,7.11,21.6,90.0,561.3,Drip,3.47
Maize,121.3,55.7,63.7,7.36,23.3,25.2,177.3,Rainfed,1.65
Maize,104.1,75.8,58.2,6.66,17.3,86.2,966.2,Drip,3.54
Maize,149.3,61.5,62.1,6.84,35.9,47.4,497.7,Drip,3.42
Maize,155.3,60.6,74.4,6.11,33.5,64.2,996.8,Flood,2.86
Maize,91.6,57.1,55.0,7.45,25.3,86.3,805.1,Sprinkler,3.4
Maize,147.5,61.3,30.8,6.45,22.3,78.7,591.6,Drip,3.68
Maize,23.7,21.8,17.4,7.05,31.6,59.4,1032.5,Rainfed,1.79
Maize,158.9,48.0,56.3,7.16,35.8,84.7,874.0,Flood,2.75
Maize,135.9,40.0,35.4,6.72,21.6,45.9,1065.0,Drip,3.59
Maize,128.6,37.3,54.6,7.43,36.9,64.4,694.7,Rainfed,2.57
Maize,41.7,9.4,16.0,7.47,29.7,80.9,1068.9,Flood,2.11
Maize,158.9,68.4,66.8,6.99,36.3,77.1,1250.7,Sprinkler,2.74
Maize,98.9,60.7,49.5,4.75,18.2,56.8,794.8,Sprinkler,3.06
Maize,36.6,10.7,11.6,6.17,34.4,54.6,723.1,Drip,2.75
Maize,144.6,47.0,37.4,6.61,18.2,22.1,171.1,Rainfed,1.62
Maize,149.9,36.7,65.0,7.44,32.8,67.9,614.3,Flood,2.65
Maize,181.9,42.1,39.9,5.99,32.6,53.4,461.3,Rainfed,1.7
Maize,173.4,82.4,30.2,5.67,21.3,75.1,1217.2,Sprinkler,2.51
Maize,96.8,76.1,73.3,6.12,26.4,48.9,914.4,Sprinkler,3.16
Maize,132.6,64.6,30.1,7.25,31.0,61.5,448.7,Flood,2.59
Maize,102.3,50.9,38.0,6.83,19.3,61.0,1041.3,Sprinkler,2.97
Maize,77.1,38.1,69.4,5.68,30.8,86.4,649.0,Sprinkler,2.62
Maize,171.3,83.2,63.0,5.7,30.1,63.5,833.0,Drip,3.32
Maize,108.9,54.1,68.2,7.22,21.7,50.3,631.8,Rainfed,2.33
Maize,133.8,65.2,46.2,7.36,27.0,50.3,518.7,Sprinkler,3.21
Maize,158.6,46.9,31.4,5.73,31.3,54.0,741.6,Sprinkler,3.08
Maize,88.7,55.2,51.6,6.74,33.2,52.7,1143.2,Flood,3.03
Maize,91.4,68.8,53.4,6.97,23.1,85.8,940.4,Drip,3.63
Maize,157.8,75.5,52.0,7.56,21.6,63.5,1226.7,Flood,2.62
Maize,120.7,54.3,47.9,6.8,26.9,23.7,59.8,Rainfed,1.84
Maize,136.7,52.8,66.1,6.39,32.7,58.8,467.0,Rainfed,1.92
Maize,146.0,79.6,31.6,7.41,28.0,72.3,881.3,Flood,2.79
Maize,20.3,21.4,9.9,6.98,18.3,63.0,711.0,Flood,2.36
Maize,121.1,48.8,42.5,6.61,31.1,61.1,961.2,Sprinkler,3.32
Maize,79.2,34.2,40.0,6.43,33.9,80.9,645.8,Drip,3.2
Maize,123.7,45.4,35.6,5.53,19.2,76.7,624.1,Sprinkler,2.81
Maize,171.8,80.4,63.3,5.58,28.1,80.4,415.9,Sprinkler,2.72
Maize,155.3,52.1,39.8,6.76,43.7,50.1,642.9,Sprinkler,3.14
Maize,97.9,60.0,60.9,6.61,34.9,37.0,61.1,Rainfed,1.65
